Metagenome,MAG,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species,complete annotation
M39,Aegir_M39_B81,2,Bacteria,Chloroflexota,Anaerolineae,SpSt-600,SpSt-600,HyVt-206,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SpSt-600;f__SpSt-600;g__HyVt-206;s__
M39,Aegir_M39_B82,5,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,Desulforhopalus sp947311315,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__Desulforhopalus sp947311315
M39,Aegir_M39_B83,1,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__
M39,Aegir_M39_B84,2,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,0,d__Bacteria;p__Desulfobacterota;c__Desulfofervidia;o__Desulfofervidales;f__Desulfofervidaceae;g__Desulfofervidus;s__
M39,Aegir_M39_B85,0,Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,WJLC01,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__WJLC01;s__
M39,Aegir_M39_B86,0,Bacteria,WOR-3,Hydrothermia,B15-G9,DRBW01,0,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__B15-G9;f__DRBW01;g__;s__
M39,Aegir_M39_B87,0,Bacteria,Patescibacteriota,Patescibacteriia,UBA10025,JAHIVO01,0,0,d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__UBA10025;f__JAHIVO01;g__;s__
M39,Aegir_M39_B88,6,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__J045;f__J045;g__JAMOQA01;s__
M39,Aegir_M39_B89,1,Bacteria,Acidobacteriota,Aminicenantia,S016-38,S016-38,S016-38,0,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__S016-38;f__S016-38;g__S016-38;s__
M39,Aegir_M39_B9,1,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAPDJP01,0,d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAPDJP01;s__
M39,Aegir_M39_B90,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor;s__
M39,Aegir_M39_B91,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAGGZK01,0,d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAGGZK01;s__
M39,Aegir_M39_B92,6,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,S015-6,0,d__Bacteria;p__Desulfobacterota;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__
M39,Aegir_M39_B93,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M39,Aegir_M39_B94,2,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__B11-G9;f__B11-G9;g__S145-15;s__
M39,Aegir_M39_B95,0,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZP01,DAOVFN01,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__DAOVFN01;s__
M39,Aegir_M39_B96,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__
M39,Aegir_M39_B97,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAKISE01;s__
M39,Aegir_M39_B98,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JALSRD01,JALSRD01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JALSRD01;g__JALSRD01;s__
M39,Aegir_M39_B99,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,JALVQM01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__JALVQM01;s__
M42,SevenSisters_M42_B1,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,WFPA01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WFPA01;s__
M42,SevenSisters_M42_B10,5,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
M42,SevenSisters_M42_B100,2,Bacteria,WOR-3,Hydrothermia,LBFQ01,DSFT01,0,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__DSFT01;g__;s__
M42,SevenSisters_M42_B101,1,Bacteria,Bdellovibrionota_B,UBA2361,0,0,0,0,d__Bacteria;p__Bdellovibrionota_B;c__UBA2361;o__;f__;g__;s__
M42,SevenSisters_M42_B102,2,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JALSSE01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__JALSSE01;s__
M42,SevenSisters_M42_B103,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,WFPA01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WFPA01;s__
M42,SevenSisters_M42_B104,0,Bacteria,Patescibacteriota,Minisyncoccia,Moranbacterales,GCA-2747515,JALVQA01,0,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Moranbacterales;f__GCA-2747515;g__JALVQA01;s__
M42,SevenSisters_M42_B105,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,J085,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__J085;s__
M42,SevenSisters_M42_B106,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN39,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__HRBIN39;s__
M42,SevenSisters_M42_B107,3,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodalaceae,DRKF01,0,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Poriferisodalaceae;g__DRKF01;s__
M42,SevenSisters_M42_B108,0,Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,WFXV01,0,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__WFXV01;s__
M42,SevenSisters_M42_B109,3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,S012-138,S012-138,S012-138 sp015488215,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__S012-138;g__S012-138;s__S012-138 sp015488215
M42,SevenSisters_M42_B11,2,Bacteria,Pseudomonadota,Gammaproteobacteria,CAMYNG01,CAMYNG01,JALUTW01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAMYNG01;f__CAMYNG01;g__JALUTW01;s__
M42,SevenSisters_M42_B110,0,Archaea,Nanobdellota,Nanobdellia,Woesearchaeales,J091,J091,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__J091;g__J091;s__
M42,SevenSisters_M42_B111,2,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,0,0,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfothermaceae;g__;s__
M42,SevenSisters_M42_B112,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,J096,0,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__J096;s__
M42,SevenSisters_M42_B113,1,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,J042,0,d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__J042;s__
M42,SevenSisters_M42_B114,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,J096,0,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__J096;s__
M42,SevenSisters_M42_B115,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAEUB01;s__
M42,SevenSisters_M42_B116,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,0,0,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__;s__
M42,SevenSisters_M42_B117,2,Bacteria,Bacteroidota,Bacteroidia,BPHE01,BPHE01,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__BPHE01;f__BPHE01;g__;s__
M42,SevenSisters_M42_B118,3,Bacteria,Bacillota,Clostridia,DSM-8532,0,0,0,d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__;g__;s__
M42,SevenSisters_M42_B119,0,Bacteria,4484-113,4484-113,JALSIF01,JALSIF01,JALSIF01,0,d__Bacteria;p__4484-113;c__4484-113;o__JALSIF01;f__JALSIF01;g__JALSIF01;s__
M42,SevenSisters_M42_B12,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,JALUXI01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__JALUXI01;s__
M42,SevenSisters_M42_B120,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,WAKO01,0,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__WAKO01;s__
M42,SevenSisters_M42_B121,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,Thermonema,Thermonema rossianum,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__Thermonema;s__Thermonema rossianum
M42,SevenSisters_M42_B122,5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JABAAE01,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JABAAE01;s__
M42,SevenSisters_M42_B123,0,Bacteria,Patescibacteriota,Microgenomatia,JAADGY01,JAADGY01,0,0,d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__JAADGY01;f__JAADGY01;g__;s__
M42,SevenSisters_M42_B124,3,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SpSt-205;f__;g__;s__
M42,SevenSisters_M42_B125,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__
M42,SevenSisters_M42_B126,1,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA2385;g__J125;s__
M42,SevenSisters_M42_B127,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__
M42,SevenSisters_M42_B128,0,Bacteria,Patescibacteriota,Minisyncoccia,UBA9973,UBA12088,UBA12088,0,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA12088;g__UBA12088;s__
M42,SevenSisters_M42_B129,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,S144-45,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__S144-45;s__
M42,SevenSisters_M42_B13,4,Bacteria,Myxococcota,UBA796,UBA796,0,0,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__
M42,SevenSisters_M42_B130,2,Bacteria,Actinomycetota,Acidimicrobiia,UBA5794,ZC4RG35,S012-128,0,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__S012-128;s__
M42,SevenSisters_M42_B131,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M42,SevenSisters_M42_B132,0,Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,JAGVXH01,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__
M42,SevenSisters_M42_B133,2,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,QNZC01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__QNZC01;s__
M42,SevenSisters_M42_B134,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,WFPA01,WFPA01 sp026989275,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WFPA01;s__WFPA01 sp026989275
M42,SevenSisters_M42_B135,8,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__
M42,SevenSisters_M42_B136,6,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,J017,0,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__J017;s__
M42,SevenSisters_M42_B137,6,Bacteria,CSSED10-310,JACPHN01,JACPHN01,0,0,0,d__Bacteria;p__CSSED10-310;c__JACPHN01;o__JACPHN01;f__;g__;s__
M42,SevenSisters_M42_B138,0,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,0,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__
M42,SevenSisters_M42_B139,0,Bacteria,Patescibacteriota,Minisyncoccia,UBA9973,UBA12088,WFWH01,0,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA12088;g__WFWH01;s__
M42,SevenSisters_M42_B14,2,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,WFWG01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__WFWG01;s__
M42,SevenSisters_M42_B140,4,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,0,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__;g__;s__
M42,SevenSisters_M42_B141,0,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,RBG-16-55-9,S012-72,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__RBG-16-55-9;g__S012-72;s__
M42,SevenSisters_M42_B142,1,Bacteria,Patescibacteriota,Dojkabacteria,B142,JAFGMG01,0,0,d__Bacteria;p__Patescibacteriota;c__Dojkabacteria;o__B142;f__JAFGMG01;g__;s__
M42,SevenSisters_M42_B143,0,Bacteria,Patescibacteriota,Patescibacteriia,CAIXNZ01,JADLGS01,0,0,d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__CAIXNZ01;f__JADLGS01;g__;s__
M42,SevenSisters_M42_B144,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,J084,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Rhodothalassiaceae;g__J084;s__
M42,SevenSisters_M42_B145,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JAADED01,JALSPZ01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__JALSPZ01;s__
M42,SevenSisters_M42_B146,0,Bacteria,Omnitrophota,Koll11,Zapsychrales,JANLHA01,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__JANLHA01;g__;s__
M42,SevenSisters_M42_B147,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__
M42,SevenSisters_M42_B148,1,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S139-92,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__S139-92;s__
M42,SevenSisters_M42_B149,1,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-140,SZUA-140,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__;s__
M42,SevenSisters_M42_B15,2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,WFYJ01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WFYJ01;s__
M42,SevenSisters_M42_B150,3,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,Desulfothermus,0,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfothermaceae;g__Desulfothermus;s__
M42,SevenSisters_M42_B151,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN40,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__HRBIN40;s__
M42,SevenSisters_M42_B152,0,Bacteria,Bacteroidota,Bacteroidia,JAADEI01,JAADEI01,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__JAADEI01;f__JAADEI01;g__;s__
M42,SevenSisters_M42_B153,0,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,GW2011-AR5,WALA01,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__WALA01;g__;s__
M42,SevenSisters_M42_B154,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M42,SevenSisters_M42_B155,1,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JALSIX01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JALSIX01;s__
M42,SevenSisters_M42_B156,0,Bacteria,Patescibacteriota,WWE3,2-01-FULL-39-13,JAACPI01,0,0,d__Bacteria;p__Patescibacteriota;c__WWE3;o__2-01-FULL-39-13;f__JAACPI01;g__;s__
M42,SevenSisters_M42_B157,0,Archaea,Nanobdellota,Nanobdellia,Woesearchaeales,WAPJ01,WAPJ01,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WAPJ01;g__WAPJ01;s__
M42,SevenSisters_M42_B158,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__
M42,SevenSisters_M42_B159,0,Bacteria,Patescibacteriota,Minisyncoccia,UBA9973,J119,0,0,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__J119;g__;s__
M42,SevenSisters_M42_B16,2,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,S012-25,0,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__S012-25;g__;s__
M42,SevenSisters_M42_B17,0,Bacteria,Patescibacteriota,Andersenbacteria,UBA10190,UBA10190,0,0,d__Bacteria;p__Patescibacteriota;c__Andersenbacteria;o__UBA10190;f__UBA10190;g__;s__
M42,SevenSisters_M42_B18,1,Bacteria,Spirochaetota,Leptospiria,Leptospirales,Leptonemataceae,JAGRNA01,0,d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptonemataceae;g__JAGRNA01;s__
M42,SevenSisters_M42_B19,0,Bacteria,Patescibacteriota,Dojkabacteria,GCA-002793355,GCA-002793355,0,0,d__Bacteria;p__Patescibacteriota;c__Dojkabacteria;o__GCA-002793355;f__GCA-002793355;g__;s__
M42,SevenSisters_M42_B2,1,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__JAJRTP01;s__
M42,SevenSisters_M42_B20,0,Archaea,Iainarchaeota,Iainarchaeia,0-14-0-20-30-16,0-14-0-20-30-16,0,0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__0-14-0-20-30-16;g__;s__
M42,SevenSisters_M42_B21,1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,S012-47,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__S012-47;g__S012-47;s__
M42,SevenSisters_M42_B22,3,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__
M42,SevenSisters_M42_B23,2,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,JALSHZ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UWMA-0217;f__UWMA-0217;g__JALSHZ01;s__
M42,SevenSisters_M42_B24,3,Bacteria,Pseudomonadota,Alphaproteobacteria,JAAXGF01,JAAXGF01,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__
M42,SevenSisters_M42_B25,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor;s__
M42,SevenSisters_M42_B26,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CAJQLB01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CAJQLB01;s__
M42,SevenSisters_M42_B27,5,Bacteria,Pseudomonadota,Gammaproteobacteria,JADZEE01,JADZEE01,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JADZEE01;f__JADZEE01;g__;s__
M42,SevenSisters_M42_B28,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__;s__
M42,SevenSisters_M42_B29,4,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__JACNJF01;s__
M42,SevenSisters_M42_B3,2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA6168;s__
M42,SevenSisters_M42_B30,1,Bacteria,Pseudomonadota,Alphaproteobacteria,G023898725,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__G023898725;f__;g__;s__
M42,SevenSisters_M42_B31,5,Bacteria,Chloroflexota,Anaerolineae,J102,J102,JAADII01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__JAADII01;s__
M42,SevenSisters_M42_B32,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M42,SevenSisters_M42_B33,7,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,ISCAR-4553,Rhodocaloribacter,Rhodocaloribacter sp026984335,d__Bacteria;p__Bacteroidota_A;c__Rhodothermia;o__Rhodothermales;f__ISCAR-4553;g__Rhodocaloribacter;s__Rhodocaloribacter sp026984335
M42,SevenSisters_M42_B34,4,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,S144-5,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__S144-5;s__
M42,SevenSisters_M42_B35,2,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__
M42,SevenSisters_M42_B36,2,Bacteria,Hinthialibacterota,Hinthialibacteria,OLB16,OLB16,0,0,d__Bacteria;p__Hinthialibacterota;c__Hinthialibacteria;o__OLB16;f__OLB16;g__;s__
M42,SevenSisters_M42_B37,0,Bacteria,Chloroflexota,Anaerolineae,JAADDB01,JAADDB01,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAADDB01;f__JAADDB01;g__;s__
M42,SevenSisters_M42_B38,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__
M42,SevenSisters_M42_B39,0,Bacteria,Patescibacteriota,Microgenomatia,JAADGY01,JAADGY01,JAADGY01,0,d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__JAADGY01;f__JAADGY01;g__JAADGY01;s__
M42,SevenSisters_M42_B4,4,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,0,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__
