source,target,source_metagenome,target_metagenome
LNMAEBHA_220.region001,LNMAEBHA_220.region001,M24,M24
LNMAEBHA_336.region001,LNMAEBHA_336.region001,M24,M24
LOEOMKJD_107.region001,LOEOMKJD_107.region001,M37,M37
LOEOMKJD_49.region001,LOEOMKJD_49.region001,M37,M37
LOEOMKJD_89.region001,LOEOMKJD_89.region001,M37,M37
LOEOMKJD_90.region001,LOEOMKJD_90.region001,M37,M37
LOEOMKJD_99.region001,LOEOMKJD_99.region001,M37,M37
LOGKCIHJ_109.region001,LOGKCIHJ_109.region001,M39,M39
LOGKCIHJ_31.region001,LOGKCIHJ_31.region001,M39,M39
LOKFDGEJ_121.region001,LOKFDGEJ_121.region001,M42,M42
LOKFDGEJ_76.region001,NEHKBEFE_102.region001,M42,M24
LOKFDGEJ_76.region001,MIKMEDDN_77.region001,M42,M38
LOKFDGEJ_97.region001,LOKFDGEJ_97.region001,M42,M42
LPEMMCJN_63.region001,OAGAJOKM_53.region001,M38,M24
LPFNNGLO_158.region001,LPFNNGLO_158.region001,M25,M25
LPICABGO_100.region001,LPICABGO_100.region001,M42,M42
LPIDFHMF_124.region001,NLFFCBIA_11.region001,M33,M39
LPIDFHMF_124.region001,OEDHKPFD_111.region001,M33,M39
LPIDFHMF_151.region001,LPIDFHMF_151.region001,M33,M33
LPIDFHMF_181.region001,LPIDFHMF_181.region001,M33,M33
LPIDFHMF_182.region001,LPIDFHMF_182.region001,M33,M33
LPIDFHMF_211.region001,LPIDFHMF_211.region001,M33,M33
LPIDFHMF_27.region001,LPIDFHMF_27.region001,M33,M33
LPIDFHMF_71.region001,LPIDFHMF_71.region001,M33,M33
LPIDFHMF_74.region001,LPIDFHMF_74.region001,M33,M33
LPLOOJEN_1.region001,NDPGLPLK_10.region001,M42,M25
LPLOOJEN_25.region001,NDPGLPLK_29.region001,M42,M25
MACFFGIF_121.region001,MACFFGIF_121.region001,M36,M36
MACFFGIF_25.region001,MACFFGIF_25.region001,M36,M36
MACFFGIF_64.region001,MACFFGIF_64.region001,M36,M36
MAFDNHBJ_199.region001,MAFDNHBJ_199.region001,M25,M25
MAFDNHBJ_205.region001,MAFDNHBJ_205.region001,M25,M25
MANEPPGP_398.region001,MANEPPGP_398.region001,M33,M33
MANEPPGP_469.region001,MANEPPGP_469.region001,M33,M33
MBKHLEHK_22.region001,MBKHLEHK_22.region001,M42,M42
MBKHLEHK_37.region001,MBKHLEHK_37.region001,M42,M42
MBLIMNHJ_173.region001,MBLIMNHJ_173.region001,M33,M33
MCBAFCPB_37.region001,MCBAFCPB_37.region001,M39,M39
MCBAFCPB_57.region001,MCBAFCPB_57.region001,M39,M39
MCIIGNFI_14.region001,MCIIGNFI_14.region001,M39,M39
MCNDNIFN_143.region001,MCNDNIFN_143.region001,M25,M25
MCNDNIFN_87.region001,MCNDNIFN_87.region001,M25,M25
MCONPLAK_150.region001,MCONPLAK_150.region001,M33,M33
MDFECFPP_116.region001,MLCMMGOM_284.region001,M42,M36
MDFECFPP_20.region001,MDFECFPP_20.region001,M42,M42
MDJGNOFL_226.region001,MDJGNOFL_226.region001,M33,M33
MEBADGCM_128.region001,MEBADGCM_128.region001,M39,M39
MEICBBJD_113.region001,MEICBBJD_113.region001,M33,M33
MEICBBJD_150.region001,MEICBBJD_150.region001,M33,M33
MEICBBJD_174.region001,MEICBBJD_174.region001,M33,M33
MEICBBJD_38.region001,MFEMIGBH_48.region001,M33,M33
MENBPKOE_68.region001,MENBPKOE_68.region001,M25,M25
MENCFBOC_108.region001,MENCFBOC_108.region001,M25,M25
MENCFBOC_252.region001,MENCFBOC_252.region001,M25,M25
MENCFBOC_475.region001,MENCFBOC_475.region001,M25,M25
MENCFBOC_561.region001,MENCFBOC_561.region001,M25,M25
MFBIBGIB_179.region001,MFBIBGIB_179.region001,M25,M25
MFEMIGBH_44.region001,MFEMIGBH_44.region001,M33,M33
MFEMIGBH_86.region001,MFEMIGBH_86.region001,M33,M33
MFEMIGBH_88.region001,MFEMIGBH_88.region001,M33,M33
MFMOEDNK_190.region001,MFMOEDNK_190.region001,M36,M36
MGAKDEPC_197.region001,MGAKDEPC_197.region001,M25,M25
MGAKDEPC_75.region001,MGAKDEPC_75.region001,M25,M25
MGGLONMC_113.region001,NEFIDIMH_95.region001,M39,M36
MGGLONMC_113.region001,NNENBOCK_130.region001,M39,M24
MGGLONMC_3.region001,NEFIDIMH_10.region001,M39,M36
MGLIJNGM_5.region001,MGLIJNGM_5.region001,M36,M36
MGMOCMNP_146.region001,MGMOCMNP_146.region001,M24,M24
MGMOCMNP_205.region001,MGMOCMNP_205.region001,M24,M24
MGMOCMNP_243.region001,MGMOCMNP_243.region001,M24,M24
MHCCMMMN_215.region001,MHCCMMMN_215.region001,M33,M33
MHCCMMMN_217.region001,MHCCMMMN_217.region001,M33,M33
MHCCMMMN_30.region001,MHCCMMMN_30.region001,M33,M33
MHCCMMMN_337.region001,MHCCMMMN_337.region001,M33,M33
MHCCPFAL_130.region001,OOCMFLME_120.region001,M39,M24
MHCCPFAL_134.region001,NIMPLCKH_54.region001,M39,M38
MHCCPFAL_134.region001,OOCMFLME_47.region001,M39,M24
MHCCPFAL_183.region001,NIMPLCKH_3.region001,M39,M38
MHCCPFAL_183.region001,NNPGLMIM_36.region001,M39,M25
MHCCPFAL_205.region001,NIMPLCKH_23.region001,M39,M38
MHCCPFAL_245.region001,OOCMFLME_185.region001,M39,M24
MHCCPFAL_245.region001,NIMPLCKH_193.region001,M39,M38
MHCCPFAL_41.region001,OOCMFLME_19.region001,M39,M24
MHCCPFAL_41.region001,NIMPLCKH_142.region001,M39,M38
MHDDIMKH_122.region001,MHDDIMKH_122.region001,M39,M39
MHDDIMKH_44.region001,MHDDIMKH_44.region001,M39,M39
MHGIKJMM_48.region001,MHGIKJMM_48.region001,M25,M25
MHGIKJMM_76.region001,MHGIKJMM_76.region001,M25,M25
MHNLAKHI_127.region001,MHNLAKHI_127.region001,M24,M24
MHNLAKHI_132.region001,MHNLAKHI_132.region001,M24,M24
MHNLAKHI_243.region001,MHNLAKHI_243.region001,M24,M24
MHNLAKHI_266.region001,MHNLAKHI_266.region001,M24,M24
MHOBFLEE_163.region001,MHOBFLEE_163.region001,M39,M39
MHOBFLEE_164.region001,MHOBFLEE_164.region001,M39,M39
MHOBFLEE_173.region001,MHOBFLEE_173.region001,M39,M39
MHOBFLEE_233.region001,MHOBFLEE_233.region001,M39,M39
MHOBFLEE_241.region001,MHOBFLEE_241.region001,M39,M39
MHOBFLEE_398.region001,MHOBFLEE_398.region001,M39,M39
MIKMEDDN_104.region001,MIKMEDDN_104.region001,M38,M38
MIKMEDDN_50.region001,MIKMEDDN_50.region001,M38,M38
MIKMEDDN_77.region001,NEHKBEFE_102.region001,M38,M24
MINEOLEI_165.region001,MINEOLEI_165.region001,M39,M39
MINEOLEI_230.region001,PPGIJDNA_67.region001,M39,M25
MINEOLEI_324.region001,PPGIJDNA_82.region001,M39,M25
MJCJCPAN_204.region001,MJCJCPAN_204.region001,M26,M26
MJHGFBCG_113.region001,MJHGFBCG_113.region001,M42,M42
MJHGFBCG_115.region001,MJHGFBCG_115.region001,M42,M42
MJHGFBCG_162.region001,MJHGFBCG_162.region001,M42,M42
MJHGFBCG_2.region001,MJHGFBCG_2.region001,M42,M42
MJHGFBCG_92.region001,MJHGFBCG_92.region001,M42,M42
MJIPPEME_8.region001,MJIPPEME_8.region001,M25,M25
MJNBCPKI_63.region001,MJNBCPKI_63.region001,M25,M25
MLFEBKFB_177.region001,MLFEBKFB_177.region001,M33,M33
MLFEBKFB_194.region001,MLFEBKFB_194.region001,M33,M33
MLFEBKFB_353.region001,MLFEBKFB_353.region001,M33,M33
MLOKDKNP_105.region001,MLOKDKNP_105.region001,M24,M24
MLOKDKNP_145.region001,MLOKDKNP_145.region001,M24,M24
MMCIJMOE_138.region001,MMCIJMOE_138.region001,M25,M25
MMCIJMOE_28.region001,MMCIJMOE_28.region001,M25,M25
MMCIJMOE_60.region001,MMCIJMOE_60.region001,M25,M25
MMHLBHKL_130.region001,MMHLBHKL_130.region001,M33,M33
MMHLBHKL_421.region001,MMHLBHKL_421.region001,M33,M33
MMHLBHKL_430.region001,MMHLBHKL_430.region001,M33,M33
MMHLBHKL_449.region001,MMHLBHKL_449.region001,M33,M33
MMMPPMMI_72.region001,MMMPPMMI_72.region001,M25,M25
MNBFNNBD_10.region001,OAFPEDIB_21.region001,M42,M24
MNBFNNBD_50.region001,OAFPEDIB_67.region001,M42,M24
MNFECHNJ_15.region001,MNFECHNJ_15.region001,M25,M25
MNFECHNJ_169.region001,MNFECHNJ_169.region001,M25,M25
MNFECHNJ_54.region001,MNFECHNJ_54.region001,M25,M25
MNHPCHIE_23.region001,MNHPCHIE_23.region001,M33,M33
MNIOLPGK_141.region001,MNIOLPGK_141.region001,M33,M33
MNIOLPGK_192.region001,MNIOLPGK_192.region001,M33,M33
MNOMKIBA_153.region001,MNOMKIBA_153.region001,M37,M37
MNOMKIBA_253.region001,MNOMKIBA_253.region001,M37,M37
MNOMKIBA_65.region001,MNOMKIBA_65.region001,M37,M37
MNOMKIBA_87.region001,MNOMKIBA_87.region001,M37,M37
MNOMKIBA_9.region001,MNOMKIBA_9.region001,M37,M37
MOJNHEPC_107.region001,MOJNHEPC_107.region001,M38,M38
MOJNHEPC_194.region001,MOJNHEPC_194.region001,M38,M38
MOJNHEPC_197.region001,MOJNHEPC_197.region001,M38,M38
MOJNHEPC_200.region001,MOJNHEPC_200.region001,M38,M38
MOJNHEPC_235.region001,MOJNHEPC_235.region001,M38,M38
MOJNHEPC_238.region001,MOJNHEPC_238.region001,M38,M38
MOJNHEPC_262.region001,MOJNHEPC_262.region001,M38,M38
MOJNHEPC_283.region001,MOJNHEPC_283.region001,M38,M38
MOJNHEPC_290.region001,MOJNHEPC_290.region001,M38,M38
MOJNHEPC_326.region001,MOJNHEPC_326.region001,M38,M38
MOJNHEPC_347.region001,MOJNHEPC_347.region001,M38,M38
MOJNHEPC_365.region001,MOJNHEPC_365.region001,M38,M38
MOJNHEPC_58.region001,MOJNHEPC_58.region001,M38,M38
MOJNHEPC_7.region001,MOJNHEPC_7.region001,M38,M38
MOJNHEPC_85.region001,MOJNHEPC_85.region001,M38,M38
MOJNHEPC_94.region001,MOJNHEPC_94.region001,M38,M38
MPCBFICM_11.region001,MPCBFICM_11.region001,M42,M42
MPGNNOLM_117.region001,MPGNNOLM_117.region001,M39,M39
MPGNNOLM_149.region001,MPGNNOLM_149.region001,M39,M39
MPGNNOLM_22.region001,MPGNNOLM_22.region001,M39,M39
MPGNNOLM_289.region001,MPGNNOLM_289.region001,M39,M39
MPGNNOLM_32.region001,MPGNNOLM_32.region001,M39,M39
MPGNNOLM_388.region001,MPGNNOLM_388.region001,M39,M39
MPGNNOLM_486.region001,MPGNNOLM_486.region001,M39,M39
MPGNNOLM_539.region001,MPGNNOLM_539.region001,M39,M39
MPGNNOLM_64.region001,MPGNNOLM_64.region001,M39,M39
MPGNNOLM_73.region001,MPGNNOLM_73.region001,M39,M39
MPHHIGMO_112.region001,MPHHIGMO_112.region001,M33,M33
MPHHIGMO_88.region001,MPHHIGMO_88.region001,M33,M33
NAMCIKMA_27.region001,NAMCIKMA_27.region001,M25,M25
NAMCIKMA_46.region001,NAMCIKMA_46.region001,M25,M25
NAOKMLNH_135.region001,NAOKMLNH_135.region001,M38,M38
NAOKMLNH_36.region001,NAOKMLNH_36.region001,M38,M38
NAOKMLNH_48.region001,NAOKMLNH_48.region001,M38,M38
NAOKMLNH_87.region001,NAOKMLNH_87.region001,M38,M38
NAOKMLNH_95.region001,NAOKMLNH_95.region001,M38,M38
NBAFEPBD_33.region001,NBAFEPBD_33.region001,M26,M26
NBHHOGLK_46.region001,OONNNJMN_291.region001,M39,M39
NBONLNAG_16.region001,NBONLNAG_16.region001,M37,M37
NBPCDCCG_10.region001,NBPCDCCG_10.region001,M38,M38
NBPEKLKD_156.region001,NBPEKLKD_156.region001,M33,M33
NBPEKLKD_19.region001,NBPEKLKD_19.region001,M33,M33
NBPEKLKD_36.region001,NBPEKLKD_36.region001,M33,M33
NCIDAJAO_68.region001,NCIDAJAO_68.region001,M42,M42
NCJJNLBN_17.region001,NCJJNLBN_17.region001,M24,M24
NCJJNLBN_30.region001,NCJJNLBN_30.region001,M24,M24
NCJJNLBN_36.region001,NCJJNLBN_36.region001,M24,M24
NCJJNLBN_41.region001,NCJJNLBN_41.region001,M24,M24
NCJJNLBN_5.region001,NCJJNLBN_5.region001,M24,M24
NCJJNLBN_60.region001,NCJJNLBN_60.region001,M24,M24
NCJJNLBN_70.region001,NCJJNLBN_70.region001,M24,M24
NCOLKFPD_107.region001,NCOLKFPD_107.region001,M24,M24
NCOLKFPD_346.region001,NMEKPIAN_589.region001,M24,M25
NCOLKFPD_378.region001,NMEKPIAN_575.region001,M24,M25
NCOLKFPD_502.region001,NCOLKFPD_502.region001,M24,M24
NCOLKFPD_716.region001,NMEKPIAN_397.region001,M24,M25
NDABMHGF_639.region001,NDABMHGF_639.region001,M24,M24
NDACLIJG_151.region001,NDACLIJG_151.region001,M25,M25
NDAJAKLO_137.region001,NDAJAKLO_137.region001,M36,M36
NDAJAKLO_144.region001,NDAJAKLO_144.region001,M36,M36
NDAJAKLO_163.region001,NDAJAKLO_163.region001,M36,M36
NDAJAKLO_174.region001,NDAJAKLO_174.region001,M36,M36
NDAJAKLO_217.region001,NDAJAKLO_217.region001,M36,M36
NDAJAKLO_47.region001,NDAJAKLO_47.region001,M36,M36
NDAJAKLO_9.region001,NDAJAKLO_9.region001,M36,M36
NDAJAKLO_97.region001,NDAJAKLO_97.region001,M36,M36
NDAKIHEB_38.region001,NDAKIHEB_38.region001,M42,M42
NDAKIHEB_45.region001,NDAKIHEB_45.region001,M42,M42
NDFDGGDH_7.region001,NDFDGGDH_7.region001,M25,M25
NDIICOJF_10.region001,NDIICOJF_10.region001,M36,M36
NDIICOJF_10.region002,NDIICOJF_10.region002,M36,M36
NDIICOJF_21.region001,NDIICOJF_21.region001,M36,M36
NDIICOJF_21.region002,NDIICOJF_21.region002,M36,M36
NDPGLPLK_23.region001,NDPGLPLK_23.region001,M25,M25
NDPGLPLK_30.region001,NDPGLPLK_30.region001,M25,M25
NDPGLPLK_31.region001,NDPGLPLK_31.region001,M25,M25
NEFIDIMH_95.region001,NNENBOCK_130.region001,M36,M24
NEHKBEFE_18.region001,PFPLAJGA_24.region001,M24,M36
NEILPPCH_150.region001,NEILPPCH_150.region001,M37,M37
NEILPPCH_205.region001,NEILPPCH_205.region001,M37,M37
NEILPPCH_380.region001,NEILPPCH_380.region001,M37,M37
NEOEDNCB_12.region001,NEOEDNCB_12.region001,M24,M24
NFGOFIFO_135.region001,NFGOFIFO_135.region001,M39,M39
NFGOFIFO_179.region001,NFGOFIFO_179.region001,M39,M39
NFGOFIFO_207.region001,NFGOFIFO_207.region001,M39,M39
NFGOFIFO_301.region001,NFGOFIFO_301.region001,M39,M39
NFGOFIFO_351.region001,NFGOFIFO_351.region001,M39,M39
NFGOFIFO_493.region001,NFGOFIFO_493.region001,M39,M39
NFGOFIFO_498.region001,NFGOFIFO_498.region001,M39,M39
NFGOFIFO_511.region001,NFGOFIFO_511.region001,M39,M39
NFGOFIFO_568.region001,NFGOFIFO_568.region001,M39,M39
NFNJAJMK_14.region001,PLEPLBPC_24.region001,M42,M25
NFNJAJMK_74.region001,PLEPLBPC_10.region001,M42,M25
NGEBLNKK_11.region001,NGEBLNKK_11.region001,M37,M37
NGEBLNKK_119.region001,NGEBLNKK_119.region001,M37,M37
NGEBLNKK_140.region001,ONIHFDBF_122.region001,M37,M36
NGEBLNKK_39.region001,NGEBLNKK_39.region001,M37,M37
NGEBLNKK_71.region001,NGEBLNKK_71.region001,M37,M37
NGHILOBA_106.region001,NGHILOBA_106.region001,M33,M33
NGHILOBA_3.region001,NGHILOBA_3.region001,M33,M33
NGHILOBA_38.region001,NGHILOBA_38.region001,M33,M33
NGHILOBA_52.region001,NGHILOBA_52.region001,M33,M33
NGKECJEJ_179.region001,NGKECJEJ_179.region001,M33,M33
NGKECJEJ_235.region001,NGKECJEJ_235.region001,M33,M33
NGMOPKMC_205.region001,NGMOPKMC_205.region001,M33,M33
NGMOPKMC_308.region001,NGMOPKMC_308.region001,M33,M33
NGMOPKMC_310.region001,NGMOPKMC_310.region001,M33,M33
NICDANKK_1.region001,NICDANKK_1.region001,M25,M25
NICDANKK_39.region001,NICDANKK_39.region001,M25,M25
NICDANKK_56.region001,NICDANKK_56.region001,M25,M25
NICDANKK_66.region001,NICDANKK_66.region001,M25,M25
NIMPLCKH_11.region001,NIMPLCKH_11.region001,M38,M38
NIMPLCKH_142.region001,OOCMFLME_19.region001,M38,M24
NIMPLCKH_193.region001,OEDHKPFD_120.region001,M38,M39
NIMPLCKH_193.region001,OOCMFLME_185.region001,M38,M24
NIMPLCKH_54.region001,OOCMFLME_47.region001,M38,M24
NJFLMENO_160.region001,NJFLMENO_160.region001,M24,M24
NJFLMENO_88.region001,NJFLMENO_88.region001,M24,M24
NJGHEJCP_160.region001,NJGHEJCP_160.region001,M33,M33
NJGHEJCP_187.region001,NJGHEJCP_187.region001,M33,M33
NJGHEJCP_232.region001,NJGHEJCP_232.region001,M33,M33
NJGHEJCP_235.region001,NJGHEJCP_235.region001,M33,M33
NJGHEJCP_31.region001,NJGHEJCP_31.region001,M33,M33
NJGHEJCP_46.region001,NJGHEJCP_46.region001,M33,M33
NJGHEJCP_65.region001,NJGHEJCP_65.region001,M33,M33
NJIBNJNB_112.region001,NJIBNJNB_112.region001,M42,M42
NJIBNJNB_191.region001,NJIBNJNB_191.region001,M42,M42
NJIBNJNB_3.region001,NJIBNJNB_3.region001,M42,M42
NJIBNJNB_36.region001,NJIBNJNB_36.region001,M42,M42
NJIBNJNB_85.region001,NJIBNJNB_85.region001,M42,M42
NJIBNJNB_91.region001,NJIBNJNB_91.region001,M42,M42
NJPCPLPI_182.region001,NJPCPLPI_182.region001,M24,M24
NJPCPLPI_338.region001,NJPCPLPI_338.region001,M24,M24
NJPCPLPI_86.region001,NJPCPLPI_86.region001,M24,M24
NKGBANJE_51.region001,NKGBANJE_51.region001,M33,M33
NKGBANJE_55.region001,NKGBANJE_55.region001,M33,M33
NKGBANJE_74.region001,NKGBANJE_74.region001,M33,M33
NKGBANJE_74.region002,NKGBANJE_74.region002,M33,M33
NKNCIDFI_243.region001,NKNCIDFI_243.region001,M33,M33
NKOFHIIF_622.region001,NKOFHIIF_622.region001,M39,M39
NKOFHIIF_627.region001,NKOFHIIF_627.region001,M39,M39
NLCMHHHC_156.region001,NLCMHHHC_156.region001,M37,M37
NLCMHHHC_240.region001,NLCMHHHC_240.region001,M37,M37
NLCMHHHC_241.region001,NLCMHHHC_241.region001,M37,M37
NLCMHHHC_253.region001,NLCMHHHC_253.region001,M37,M37
NLCMHHHC_258.region001,NLCMHHHC_258.region001,M37,M37
NLCMHHHC_295.region001,NLCMHHHC_295.region001,M37,M37
NLCMHHHC_39.region001,NLCMHHHC_39.region001,M37,M37
NLCMHHHC_61.region001,NLCMHHHC_61.region001,M37,M37
NLCOFIOL_160.region001,NLCOFIOL_160.region001,M37,M37
NLCOFIOL_317.region001,NLCOFIOL_317.region001,M37,M37
NLCOFIOL_646.region001,NLCOFIOL_646.region001,M37,M37
NLFFCBIA_81.region001,NLFFCBIA_81.region001,M39,M39
NLIECILF_1.region001,NLIECILF_1.region001,M26,M26
NLIOJFFK_22.region001,NLIOJFFK_22.region001,M42,M42
NLMDFIEA_168.region001,PNPOMJDI_2.region001,M24,M39
NLMDFIEA_175.region001,NLMDFIEA_175.region001,M24,M24
NLMDFIEA_181.region001,PNPOMJDI_311.region001,M24,M39
NLMDFIEA_392.region001,PNPOMJDI_93.region001,M24,M39
NLMDFIEA_9.region001,NLMDFIEA_9.region001,M24,M24
NLOGALHF_173.region001,NLOGALHF_173.region001,M38,M38
NLOGALHF_181.region001,NLOGALHF_181.region001,M38,M38
NLOGALHF_228.region001,NLOGALHF_228.region001,M38,M38
NLOGALHF_247.region001,NLOGALHF_247.region001,M38,M38
NLOGALHF_283.region001,NLOGALHF_283.region001,M38,M38
NLOGALHF_95.region001,NLOGALHF_95.region001,M38,M38
NLOGALHF_99.region001,NLOGALHF_99.region001,M38,M38
NMEKPIAN_308.region001,NMEKPIAN_308.region001,M25,M25
NNCPGNOM_195.region001,NNCPGNOM_195.region001,M33,M33
NNCPGNOM_24.region001,NNCPGNOM_24.region001,M33,M33
NNEBPJHD_12.region001,NNEBPJHD_12.region001,M24,M24
NNEBPJHD_30.region001,NNEBPJHD_30.region001,M24,M24
NNEBPJHD_76.region001,NNEBPJHD_76.region001,M24,M24
NNENBOCK_153.region001,NNENBOCK_153.region001,M24,M24
NNFODOML_26.region001,NNFODOML_26.region001,M33,M33
NNFODOML_37.region001,NNFODOML_37.region001,M33,M33
NNIJCGEL_135.region001,ONIHFDBF_73.region001,M33,M36
NNIJCGEL_135.region001,PDGCENIA_181.region001,M33,M38
NNIJCGEL_162.region001,NNIJCGEL_162.region001,M33,M33
NNIJCGEL_207.region001,PLADLNHJ_299.region001,M33,M42
NNIJCGEL_22.region001,PDGCENIA_280.region001,M33,M38
NNIJCGEL_242.region001,NNIJCGEL_242.region001,M33,M33
NNIJCGEL_27.region001,PDGCENIA_65.region001,M33,M38
NNIJCGEL_27.region001,PLADLNHJ_88.region001,M33,M42
NNIJCGEL_27.region001,NNPGLMIM_112.region001,M33,M25
NNMJOBBE_320.region001,NNMJOBBE_320.region001,M36,M36
NNPGLMIM_112.region001,OOCMFLME_363.region001,M25,M24
NNPGLMIM_112.region001,OEDHKPFD_111.region001,M25,M39
NNPGLMIM_123.region001,NNPGLMIM_123.region001,M25,M25
NNPGLMIM_96.region001,NNPGLMIM_96.region001,M25,M25
NPEJHEFM_91.region001,NPEJHEFM_91.region001,M24,M24
NPJGJOCD_26.region001,NPJGJOCD_26.region001,M42,M42
NPJGJOCD_44.region001,NPJGJOCD_44.region001,M42,M42
NPJGJOCD_85.region001,NPJGJOCD_85.region001,M42,M42
NPKIOIOJ_34.region001,NPKIOIOJ_34.region001,M25,M25
NPLDDKJN_201.region001,NPLDDKJN_201.region001,M33,M33
NPLDDKJN_303.region001,NPLDDKJN_303.region001,M33,M33
NPLDDKJN_577.region001,NPLDDKJN_577.region001,M33,M33
NPLDDKJN_692.region001,NPLDDKJN_692.region001,M33,M33
NPMBOLIF_107.region001,NPMBOLIF_107.region001,M39,M39
NPMBOLIF_114.region001,NPMBOLIF_114.region001,M39,M39
NPMBOLIF_29.region001,NPMBOLIF_29.region001,M39,M39
NPMBOLIF_4.region001,NPMBOLIF_4.region001,M39,M39
NPMBOLIF_58.region001,NPMBOLIF_58.region001,M39,M39
NPMBOLIF_68.region001,NPMBOLIF_68.region001,M39,M39
NPMBOLIF_73.region001,NPMBOLIF_73.region001,M39,M39
NPMGFPNF_1112.region001,NPMGFPNF_1112.region001,M38,M38
NPMGFPNF_58.region001,NPMGFPNF_58.region001,M38,M38
NPMGFPNF_594.region001,NPMGFPNF_594.region001,M38,M38
NPMKINEH_108.region001,NPMKINEH_108.region001,M38,M38
NPMKINEH_135.region001,NPMKINEH_135.region001,M38,M38
NPMKINEH_141.region001,NPMKINEH_141.region001,M38,M38
NPMKINEH_226.region001,NPMKINEH_226.region001,M38,M38
NPOHOBJL_50.region001,NPOHOBJL_50.region001,M42,M42
NPOHOBJL_81.region001,NPOHOBJL_81.region001,M42,M42
OBCMDBHP_2.region001,OBCMDBHP_2.region001,M24,M24
OBCMDBHP_27.region001,OBCMDBHP_27.region001,M24,M24
OBCMDBHP_62.region001,OBCMDBHP_62.region001,M24,M24
OCHGGCAE_199.region001,OCHGGCAE_199.region001,M42,M42
ODBLGFJF_200.region001,ODBLGFJF_200.region001,M25,M25
ODBLGFJF_77.region001,ODBLGFJF_77.region001,M25,M25
ODHOBCAK_10.region001,ODHOBCAK_10.region001,M42,M42
ODLDNGCH_253.region001,ODLDNGCH_253.region001,M37,M37
ODLDNGCH_28.region001,ODLDNGCH_28.region001,M37,M37
ODLDNGCH_288.region001,ODLDNGCH_288.region001,M37,M37
ODMODOJI_34.region001,ODMODOJI_34.region001,M38,M38
ODMODOJI_63.region001,ODMODOJI_63.region001,M38,M38
ODODKDLJ_58.region001,ODODKDLJ_58.region001,M42,M42
ODPBKMGB_113.region001,ODPBKMGB_113.region001,M33,M33
ODPBKMGB_171.region001,ODPBKMGB_171.region001,M33,M33
ODPBKMGB_74.region001,ODPBKMGB_74.region001,M33,M33
OEDHKPFD_111.region001,OOCMFLME_363.region001,M39,M24
OEDHKPFD_120.region001,OOCMFLME_185.region001,M39,M24
OEDHKPFD_155.region001,OEDHKPFD_155.region001,M39,M39
OEDHKPFD_164.region001,OEDHKPFD_164.region001,M39,M39
OEDHKPFD_19.region001,OEDHKPFD_19.region001,M39,M39
OEDHKPFD_39.region001,OEDHKPFD_39.region001,M39,M39
OEDHKPFD_97.region001,OEDHKPFD_97.region001,M39,M39
OEEGLEHL_114.region001,OEEGLEHL_114.region001,M25,M25
OEEGLEHL_66.region001,OEEGLEHL_66.region001,M25,M25
OEEGLEHL_80.region001,OEEGLEHL_80.region001,M25,M25
OEEHPCBC_103.region001,OEEHPCBC_103.region001,M33,M33
OEEHPCBC_349.region001,OEEHPCBC_349.region001,M33,M33
OEEHPCBC_358.region001,OEEHPCBC_358.region001,M33,M33
OEEHPCBC_45.region001,OEEHPCBC_45.region001,M33,M33
OEEHPCBC_574.region001,OEEHPCBC_574.region001,M33,M33
OEEHPCBC_59.region001,OEEHPCBC_59.region001,M33,M33
OEEHPCBC_658.region001,OEEHPCBC_658.region001,M33,M33
OENFBOHI_303.region001,OENFBOHI_303.region001,M39,M39
OFGAFGID_20.region001,OFGAFGID_20.region001,M42,M42
OFOBCBEG_11.region001,OFOBCBEG_11.region001,M25,M25
OGCDBPDJ_25.region001,OGCDBPDJ_25.region001,M39,M39
OGCDBPDJ_276.region001,OGCDBPDJ_276.region001,M39,M39
OGCDBPDJ_51.region001,OGCDBPDJ_51.region001,M39,M39
OGCOFHCG_18.region001,OIHBEECM_88.region001,M36,M24
OGCOFHCG_20.region001,OIHBEECM_23.region001,M36,M24
OGCOFHCG_9.region001,OGCOFHCG_9.region001,M36,M36
OGJEHJAD_24.region001,OGJEHJAD_24.region001,M25,M25
OGJEHJAD_255.region001,OGJEHJAD_255.region001,M25,M25
OGOLDCED_105.region001,OGOLDCED_105.region001,M39,M39
OGOLDCED_116.region001,OGOLDCED_116.region001,M39,M39
OGOLDCED_13.region001,OGOLDCED_13.region001,M39,M39
OGOLDCED_26.region001,OGOLDCED_26.region001,M39,M39
OGOLDCED_79.region001,OGOLDCED_79.region001,M39,M39
OHAGCPAB_227.region001,OHAGCPAB_227.region001,M37,M37
OHAGCPAB_304.region001,OHFHPIDA_75.region001,M37,M39
OHIALCHJ_181.region001,OHIALCHJ_181.region001,M39,M39
OHIALCHJ_57.region001,OHIALCHJ_57.region001,M39,M39
OHIALCHJ_63.region001,OHIALCHJ_63.region001,M39,M39
OHMOLDFD_637.region001,OHMOLDFD_637.region001,M37,M37
OICIJIOO_102.region001,OICIJIOO_102.region001,M39,M39
OICIJIOO_157.region001,OICIJIOO_157.region001,M39,M39
OIGOLJNO_16.region001,OIGOLJNO_16.region001,M37,M37
OIHBEECM_68.region001,OIHBEECM_68.region001,M24,M24
OINKMAKN_30.region001,OINKMAKN_30.region001,M24,M24
OIOLDIDN_111.region001,OIOLDIDN_111.region001,M42,M42
OIOLDIDN_72.region001,OIOLDIDN_72.region001,M42,M42
