genome_ID,M24,M25,M26,M36,M37,M38,M39,M33,M42,Domain,Phylum,Class,Order,Family,Genus,Species
SevenSisters_M42_B44,0,0,0,0,0,0,0,0,0.50813323,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JAADDZ01,
SevenSisters_M42_B45,0,0.061809663,0.003966448,0,0,0,0.001193937,0,0.034006264,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,DRMV01,
SevenSisters_M42_B46,0,0.001695148,0,0,0,0,0.003938183,0,0.027576664,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,,,
SevenSisters_M42_B47,0,0,0,0,0,0,0,0,0.17019191,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,UBA852,
SevenSisters_M42_B48,0,0.010787352,0,0,0,0,0,0,0.40994683,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Thermopetrobacteraceae,Thermopetrobacter,
SevenSisters_M42_B49,0,0.002756837,0,0,0,0,0,0,0.04779758,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,S141-3,
SevenSisters_M42_B5,0,0,0,0,0,0,0,0,0.24695113,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Aquifex,
SevenSisters_M42_B50,0,0,0,0,0,0,0,0,0.7144315,Bacteria,Bacteroidota,Rhodothermia,,,,
SevenSisters_M42_B51,0,0,0,0,0,0,0,0,0.6003601,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,
SevenSisters_M42_B52,0,0,0,0,0,0,0,0,0.048504986,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,,
SevenSisters_M42_B53,0,0,0,0,0,0,0,0,0.04185958,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,UBA10329,
SevenSisters_M42_B54,0,0,0,0,0,0,0,0,0.21091573,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,S146-42,
SevenSisters_M42_B55,0,0,0,0,0,0,0,0,1.7184887,Bacteria,Pseudomonadota,Gammaproteobacteria,JAJDOJ01,JAJDOJ01,,
SevenSisters_M42_B56,0,0,0,0,0,0,0,0,0.8646627,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,JAGLOS01,,
SevenSisters_M42_B57,0,0.010391168,0,0,0,0,0,0,0.12119071,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,S141-50,,
SevenSisters_M42_B58,0,0,0,0,0,0,0,0,0.7150138,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
SevenSisters_M42_B59,0,0,0,0,0,0,0,0,0.09216958,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,JAADEI01,JAADEI01,
SevenSisters_M42_B6,0,0,0,0,0,0,0,0,0.039584268,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,
SevenSisters_M42_B60,0,0,0,0,0,0,0,0,0.121208556,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
SevenSisters_M42_B61,0,0.10628543,0,0,0,0,0,0,1.239086,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,JAADEN01,
SevenSisters_M42_B62,0,0,0,0,0,0,0,0,0.043271966,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA1539,,
SevenSisters_M42_B63,0,0.002716181,0,0,0,0,0.002355039,0,0.054551248,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
SevenSisters_M42_B64,0.012594599,0,0,0,0,0,0,0,0.03211465,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,
SevenSisters_M42_B65,0,0,0,0,0,0,0,0.005279731,0.060313158,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
SevenSisters_M42_B66,0,0,0,0,0,0,0,0,0.06296351,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,WAKO01,
SevenSisters_M42_B67,0,0.002080561,0,0,0,0,0,0,0.044060946,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,
SevenSisters_M42_B68,0,0,0,0,0,0,0,0,0.028508503,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,S141-3,
SevenSisters_M42_B69,0,0.005053817,0,0,0,0,0,0,0.2346475,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP312,,
SevenSisters_M42_B7,0,0,0,0,0,0,0,0,0.039442495,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,J032,J032 sp003696955
SevenSisters_M42_B70,0,0.011065529,0.116695404,0,0,0,0.005286473,0,0.04266905,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,JAADDL01,,
SevenSisters_M42_B71,0,0.003133418,0,0,0,0,0,0,0.13849132,Bacteria,J088,J088,J088,,,
SevenSisters_M42_B72,0,0,0,0,0,0,0,0,0.03123366,Bacteria,Poribacteria,WGA-4E,GCA-2687025,GCA-2687025,,
SevenSisters_M42_B73,0,0.052196108,0,0.001343777,0,0,0.00165771,0,0.04820241,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAHDCI01,
SevenSisters_M42_B74,0.004752286,0,0,0,0,0,0,0,0.054063078,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,,
SevenSisters_M42_B75,0.002043845,0.017210782,0,0,0,0,0,0,0.2810888,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,,
SevenSisters_M42_B76,0,0,0,0,0,0,0,0,0.09119121,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosocaldaceae,Nitrosothermus,
SevenSisters_M42_B77,0,0,0,0,0,0,0,0,0.2224598,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
SevenSisters_M42_B78,0,0,0,0,0,0,0,0,0.29124472,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Meinhardsimonia,
SevenSisters_M42_B79,0,0.002244473,0,0,0,0,0,0,0.09670763,Bacteria,J088,J088,J088,J088,J088,
SevenSisters_M42_B8,0,0.021484943,0,0,0,0,0,0,0.10810501,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,
SevenSisters_M42_B80,0,0,0,0,0,0,0,0,0.089064434,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
SevenSisters_M42_B81,0,0,0,0,0,0,0,0,0.45142862,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,,
SevenSisters_M42_B82,0.002988986,0.007766361,0,0,0,0,0,0,0.056296214,Bacteria,KSB1,UBA2214,DRLW01,DRLW01,WFVT01,
SevenSisters_M42_B83,0,0.008019969,0,0,0,0,0,0,1.2536695,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,
SevenSisters_M42_B85,0,0,0,0,0,0,0,0,0.10917397,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRKV01,DRKV01,
SevenSisters_M42_B86,0,0,0,0,0,0,0,0,0.066902995,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,REEL01,,
SevenSisters_M42_B87,0,0.003412615,0,0,0,0,0,0,0.629385,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,
SevenSisters_M42_B88,0,0.003233642,0.004114734,0,0,0,0,0,1.5671139,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,
SevenSisters_M42_B89,0,0.001423303,0,0,0,0,0,0,0.03690948,Bacteria,Myxococcota,UBA9042,JABWCM01,,,
SevenSisters_M42_B9,0,0,0,0,0,0,0,0,0.31220195,Bacteria,Planctomycetota,Planctomycetia,,,,
SevenSisters_M42_B90,0,0,0,0,0,0,0,0,0.14017199,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,,,
SevenSisters_M42_B91,0,0,0,0,0,0,0,0,0.6417595,Bacteria,WOR-3,Hydrothermia,S141-80,S141-80,S141-80,
SevenSisters_M42_B92,0,0,0,0,0,0,0,0,0.08513317,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,,
SevenSisters_M42_B93,0,0,0,0,0,0,0,0,0.26888016,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,GCA-2747515,,
SevenSisters_M42_B94,0,0,0,0,0,0,0,0,0.28282484,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,JAADEL01,
SevenSisters_M42_B95,0.007777948,0,0,0,0,0,0,0,0.041387465,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,GCA-2732755,
SevenSisters_M42_B96,0,0,0,0,0,0,0,0,0.21262409,Bacteria,Patescibacteria,ABY1,S139-126,S139-126,S139-126,
SevenSisters_M42_B97,0,0,0,0,0,0,0,0,0.35697177,Bacteria,Planctomycetota,B15-G4,B15-G4,JADJEK01,,
SevenSisters_M42_B98,0,0,0,0,0,0,0,0,0.037766375,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,,
SevenSisters_M42_B99,0,0,0,0,0,0,0,0,0.1454253,Bacteria,Myxococcota_A,UBA9160,UBA9160,JAFDET01,,
